codigo_provincia,provincia,codigo_canton,canton,anio,vab,participacion_provincial,vab_group,num_emp,ventas_totales,empleo_prom,plazas
02,BOLÍVAR,0201,Guaranda,2024,221.45180999999997,35.35530667240904,Medio,6376,171495659,9266,9052
02,BOLÍVAR,0202,Chillanes,2015,24.28892666995813,6.063201500962599,Bajo,581,7641318,595,614
02,BOLÍVAR,0202,Chillanes,2016,22.783112976260504,5.716329000182576,Bajo,591,7457267,627,606
02,BOLÍVAR,0202,Chillanes,2017,22.673482832386465,5.328918323891265,Bajo,585,8317045,609,643
02,BOLÍVAR,0202,Chillanes,2018,26.74782,6.426088576832349,Bajo,571,6704726,590,632
02,BOLÍVAR,0202,Chillanes,2019,31.131890000000006,7.52025956437175,Bajo,601,8300509,595,613
02,BOLÍVAR,0202,Chillanes,2020,39.02813999999999,9.57598519942921,Bajo,661,10929599,638,646
02,BOLÍVAR,0202,Chillanes,2021,44.79315,10.486608320837027,Bajo,543,5068258,564,604
02,BOLÍVAR,0202,Chillanes,2022,48.66517999999999,10.264355369756611,Bajo,632,8913227,641,632
02,BOLÍVAR,0202,Chillanes,2023,47.15435000000001,9.4440228795448,Bajo,612,8244167,623,634
02,BOLÍVAR,0202,Chillanes,2024,62.58630000000002,9.992051227720356,Bajo,638,11592468,628,638
02,BOLÍVAR,0203,Chimbo,2015,24.034111098725667,5.999592343795673,Medio,912,40210786,1217,1278
02,BOLÍVAR,0203,Chimbo,2016,21.6387327026324,5.429201681269069,Medio,906,42158869,1155,1248
02,BOLÍVAR,0203,Chimbo,2017,24.203087114641185,5.688419171126202,Medio,906,47252411,1249,1210
02,BOLÍVAR,0203,Chimbo,2018,31.577829999999995,7.586484903971756,Medio,928,42305658,1199,1300
02,BOLÍVAR,0203,Chimbo,2019,32.63448999999999,7.883229561420592,Medio,916,40522874,1158,1230
02,BOLÍVAR,0203,Chimbo,2020,36.88205,9.04941831521072,Medio,1014,64786654,1272,1336
