iso2,year,superficie_forestal,co2_emissions_moreno,vab_manufactura,vab_agricultura,vab_servicios,huella_ecologica,impuesto_medioambiental_moreno
EC,2004,3185346,26.7658,9602645999.32478,7.968919515633878,30385064690.858036,347193052123897.0,0.850213330217514
EC,2005,317139,28.8656,10006920037.433825,7.726325546194232,32236745210.531654,344880582171902.0,0.494528775389358
EC,2006,31574103,30.9772,10376659482.715212,7.7196786518902885,33748024726.500965,342485499910652.0,0.817411431431536
EC,2007,3143407,31.6539,10714394586.412804,7.648394216702633,34956974578.6393,343490269671052.0,0.756691575980706
EC,2008,31293803,32.6692,11591245488.316149,7.349375700836504,37766538640.31078,34421579309418.0,0.548327123660374
EC,2009,31153297,35.3903,11464870874.99308,8.61225542007853,39173340945.50834,343598763171826.0,0.619665716884237
EC,2010,31012553,38.2529,11779579622.60557,8.33021025899583,41592173788.338974,345013344289087.0,0.578352335982187
EC,2011,30941793,38.3188,12444008418.754442,7.908539174874214,44990974034.68024,339477229990781.0,0.471629788880222
EC,2012,30870903,38.661,12887597477.257607,6.999441089950735,48368188356.81209,340682984755805.0,0.499902965457804
EC,2013,30799878,41.1583,13383193463.481348,6.96320880489033,51874964192.091606,336971179629416.0,0.492534183966921
EC,2014,30728722,43.4594,13747166870.141989,7.404399670031854,54399429032.36055,32623053090983.0,0.489004108539723
EC,2015,30657434,43.2759,13900706000.0,8.020496297287968,55999150000.0,335714608114322.0,0.608842327401325
EC,2016,3050978,42.0681,13861422155.64295,8.072125858949976,56345443566.961685,325393825707921.0,0.64535216533606
EC,2017,30361894,41.0581,14512601543.567184,7.902220409515742,58878683552.37651,330334990219997.0,0.577328386007969
EC,2018,30213782,42.2145,14636404643.24439,7.645059948058114,60848533064.94856,324198977646247.0,0.56390549195263
EC,2019,30065438,41.9254,14314674053.635603,7.786764598590857,61559133059.13779,326867585353753.0,0.566538459526399
EC,2020,29916865,36.5986,12801661138.605434,8.385749058996455,56375848387.727036,330232237956424.0,0.466070477259328
EC,2021,29880375,41.1607,14711888655.115416,8.079999832803184,61035510883.39203,33138759519627.0,0.540988325018655
EC,2022,29843798,44.1693,15684842340.229818,7.393039923554625,64757802598.9287,333718971598435.0,0.389108976874718
EC,2023,2980713,46.7901,15714900828.441097,7.995473633338035,66720810894.32153,333772819171059.0,0.486517648888108
EC,2024,29770377,47.9638,15315647151.124983,9.476100950746407,65764784956.24459,333816881648613.0,
EC,2025,29733533,,,,,,
GT,1990,11171576,3.9193,4574468690.686432,25.879159820107112,9972212025.035526,147513204731437.0,
GT,1991,110547304,4.1439,4682957660.867447,25.73998175721803,10374774979.80912,14356632713586.0,
GT,1992,10937306,4.8583,4836276787.973075,25.285048035702456,10844505726.383642,144545921998575.0,
GT,1993,108193,5.388,4976146848.441245,24.86610041654549,11309368510.718065,147121721504713.0,
GT,1994,107007064,5.8233,5123189752.755156,24.487266396336853,11906460243.941498,147844548772709.0,0.775420249483765
GT,1995,105815224,6.7944,5289061311.601275,24.15072353737363,12564928946.266562,149482003757023.0,0.837372850790653
GT,1996,10461742,6.6692,5389480862.4257965,24.056099937754926,12921193985.962917,148805989076136.0,0.756923838269978
GT,1997,10341361,6.9722,5535627131.842742,23.72674187595231,13431319755.633673,15063368611815.0,0.997101447876756
GT,1998,102203764,8.702,5736466219.648845,23.439898833223324,14129358121.392656,149831650350659.0,1.07899975779923
GT,1999,100987814,8.6453,5881715923.383525,23.046359823122657,14650338007.607214,152235127868254.0,1.21955546357004
GT,2000,9976573,9.6791,5991101490.947139,22.821147934217947,15300207573.57359,1523004019969.0,1.14231843892536
GT,2001,98737374,10.1703,6057450106.179824,14.172146839788555,22047556383.03974,156468130391689.0,1.39764038054584
GT,2002,9770728,10.6383,6126535484.4546385,14.170286852765738,22780070202.580658,156514823941923.0,1.55892024017728
GT,2003,96675456,10.6273,6279859650.390355,13.469127896393681,23512942856.650757,158693737735046.0,1.45120187045322
GT,2004,95641896,10.8357,6587170685.319009,13.073543299618448,24445128545.003124,158970165774523.0,1.39354114111479
GT,2005,94606586,11.7657,6758704934.021806,12.58996769360019,25383168036.462048,155093909853387.0,1.06627617967975
GT,2006,9356953,11.9282,7012663576.265435,11.449068285382136,26818453168.295105,151476887056891.0,1.17172784539607
GT,2007,9253072,12.6993,7226046305.545255,11.637607927039133,28566880691.36412,152222866775027.0,1.14268978403926
GT,2008,9149016,11.5613,7371225576.402215,11.333664890346347,29961754660.388012,149657547056993.0,1.08084166746254
GT,2009,9044783,12.1995,7304029371.8082905,11.848607897806328,30355415095.77552,15119319608161.0,1.06449790544983
GT,2010,8940373,11.7791,7548534518.18764,11.234151690189723,31483966579.153267,151052770791336.0,1.03173886156609
GT,2011,8908386,12.1427,7777373401.947056,11.258742752003558,32706854809.552204,150724275249751.0,1.04825698932533
GT,2012,88763386,12.5792,8032141039.435752,10.72274975333672,33884497484.949673,150371115833208.0,1.03882302555255
GT,2013,8844232,13.5353,8309579827.001486,10.356226201118636,35155482878.68533,152401710219257.0,0.911167373389165
GT,2014,8812065,14.5357,8593749536.40267,10.074482462942107,36550105412.35324,155981213059153.0,1.04888620183822
GT,2015,8779837,16.9576,8908980034.135378,9.96700294850351,38212722841.766914,161384460069552.0,1.15302367812021
GT,2016,87533124,18.0238,9173674346.856724,9.661394779903762,39364606021.84218,163143541559422.0,1.18150653956709
GT,2017,8726747,17.0573,9448086140.304403,9.696283212316722,40697697891.37768,155793695375599.0,1.0980313637475
GT,2018,87001406,18.7397,9758448062.265213,9.435508815375448,42171832783.28382,154253239330815.0,1.05397051991534
GT,2019,8673492,19.663,10075359854.251778,9.408723757108394,43838182122.33181,154195135962592.0,0.939784032255535
GT,2020,86468026,17.6187,10011586676.440752,9.926319180430305,42906950050.93064,15257991997617.0,0.98903489364392
GT,2021,86255,20.2047,10829667015.2156,9.173489438725326,46400871985.26472,153603442118477.0,0.90401650259858
GT,2022,8604146,18.9518,11252505176.381172,9.082101418286175,48495739376.34963,154106387758405.0,0.804399898856465
GT,2023,8582741,20.1279,11425070668.727585,9.686707524590348,50447085279.12028,154195387522307.0,0.83839390861867
GT,2024,8561283,20.3694,11700102708.93611,9.779931564300496,52708542457.322266,154290069043706.0,
GT,2025,8539775,,,,,,
HN,1990,17599063,2.3604,383406378.03732425,19.913910432987542,1020144746.6909328,168541842152146.0,
HN,1991,17523703,2.3774,489147633.7038993,19.740193710755776,1207663439.497514,164993035587491.0,
HN,1992,1744797,2.6744,559997793.5496298,17.711210129262806,1324966101.1595066,166097996102392.0,
HN,1993,17371862,2.8039,633313014.9351577,17.95843632701639,1480233983.1106188,168991464022528.0,
HN,1994,17295374,3.2016,798804814.974732,21.338840629245247,1832604034.2771065,16774466666227.0,1.341069379146
HN,1995,17218505,3.782,1030342216.5931168,19.15693249835966,2345085673.198971,167877448543324.0,1.18050954973017
HN,1996,17141253,4.0085,1262160210.8189704,19.756169678025703,2833585019.2453685,169438875465975.0,1.30495526066018
HN,1997,17063613,4.1178,1520292224.9250457,20.751092036971546,3430673893.3349485,17116917832758.0,1.07929366244279
HN,1998,16985583,4.7681,1723711476.860154,16.824553121023385,3928216978.9522233,167491291233189.0,1.57454373315189
HN,1999,1690716,4.8314,1941962200.7920535,13.9820958376201,4414874091.076329,162707049192724.0,1.64010077887388
HN,2000,16828342,5.0003,2165235782.8848414,14.372523538688583,5251343852.615884,160827648654904.0,2.12533622936964
HN,2001,16751589,5.8868,2248564652.7828712,13.165990658333312,5512659246.597503,162595005150248.0,1.79204080302573
HN,2002,16674708,6.2176,2423131171.3093166,12.18341273982593,5819359619.510833,161676985872472.0,2.34294716524578
HN,2003,16597697,6.8829,2578489243.4943366,11.614098522733162,6161799329.051379,164403535845906.0,1.97204492220868
HN,2004,16520555,7.8297,2682568771.5862164,12.170704146866244,6684177816.511683,164704896675974.0,1.68719466094683
HN,2005,16443285,7.0955,2870273748.7785153,12.470924758663251,7304322748.859092,165086859355326.0,1.55150992972406
HN,2006,16365884,8.1471,3000729053.9362326,11.856579151477547,8013248346.642938,164856163517162.0,1.92735437620264
HN,2007,16288352,8.667,3151341858.883021,11.911047441592826,8808635386.009323,166169537776513.0,1.55202145292842
HN,2008,16210689,8.6651,3258120257.716645,12.150170206263391,9449206955.228924,166271235808706.0,1.50955036859559
HN,2009,16132893,8.1702,2992553353.9236956,10.825041486444617,9536764933.612679,166370444433451.0,1.36018152626621
HN,2010,16054967,7.9832,3127912101.8942523,11.591220437975716,10009013251.913004,165818884325968.0,1.45378552488078
HN,2011,15966202,9.491,3265613825.5636864,14.21965580169765,10453663776.7385,16746092716832.0,1.24153580129755
HN,2012,1587727,9.9296,3324455139.3177576,13.56629403470611,10914063675.266405,168905269932732.0,1.24939581136798
HN,2013,15788175,10.1202,3436591735.7412186,12.191127940396145,11313397148.218672,167896770104855.0,1.26997668757297
HN,2014,15698911,9.9347,3540799781.487467,12.538350133310502,11779638773.776058,169472411954576.0,1.29014896093747
HN,2015,15609482,10.8188,3680508357.7597356,12.215978446811635,12343054908.425201,170686820193711.0,1.28892814635522
HN,2016,15423137,9.7321,3790282206.537493,12.049901405846363,12820756799.13511,172200762770042.0,1.47079984479796
HN,2017,15236503,9.3472,3938888158.8814464,12.669768109487803,13311423054.149652,173896785161708.0,1.32232320453184
HN,2018,1504958,9.0061,4093257633.7251678,11.610160461364448,13829764733.563005,172815596652322.0,1.30379745800118
HN,2019,14862365,10.1525,4142618298.976189,10.638033409475147,14464708060.79407,174899860075811.0,1.3338000446659
HN,2020,1467486,9.222,3563043221.666677,12.188067140755257,13807212950.146864,170855665933073.0,1.30232943587999
HN,2021,145718,10.3706,4245185273.135883,10.893051926619322,15451513550.963732,173264639492344.0,1.10639439310594
HN,2022,14468493,10.5707,4530257202.472647,12.473273024445541,16361949619.668232,170863877913311.0,0.835204158269837
HN,2023,14364934,11.8491,4240005023.06748,11.978794840663154,17552623620.074436,170908624309096.0,1.25216609070576
HN,2024,14261127,12.2928,4154827476.141223,11.218653718505331,18716728436.748543,170951846108673.0,
HN,2025,14157069,,,,,,
HT,1990,8499994,1.1416,2978369482.1592445,29.736751385480776,4843763001.750456,208997121021497.0,
HT,1991,8555594,1.1141,2887419855.6210995,29.898799579576256,5089605406.536797,200420600557852.0,
HT,1992,86114695,1.0366,2633848598.655389,34.120607846926944,5007355077.141616,2013014878769.0,
HT,1993,8667622,0.8775,2501415898.6866455,30.847042569726273,4770401662.764107,200927456240361.0,
HT,1994,8724053,0.4142,1603282220.0609512,33.92825808066585,4244327033.5726795,197116323151241.0,
HT,1995,8780765,1.1266,1671647840.566794,23.555397360483525,4436308085.284339,195514756814586.0,
HT,1996,8837762,1.2806,1764743020.2509198,19.495360902094454,4921477034.330474,2030302164815.0,
HT,1997,8895044,1.4957,1769277014.4060109,20.81466133392586,5169556715.776542,213937356244401.0,
HT,1998,8952614,1.5327,1774331972.3490164,21.16247281616585,5358258701.291334,213186686659374.0,
HT,1999,9010473,1.603,1721249993.7893224,22.561070840673462,5575895489.753076,211685857795812.0,
HT,2000,9068625,1.6951,1712102394.4904127,17.185516717203036,5797831943.690733,21238924310907.0,
HT,2001,9066799,1.728,1712613541.1594048,16.450578607129703,5866861045.960782,207977619113925.0,
HT,2002,9064971,1.9515,1757784721.9821491,15.846504464972144,5963111702.205106,209906554495301.0,
HT,2003,9063139,1.9374,1802986024.565103,16.720141598204012,6126819620.883914,210929294541714.0,
HT,2004,9061304,1.7908,1839917587.5209076,15.850521418133741,6059640722.114826,215585831219181.0,
HT,2005,90594655,1.8291,1901841354.7019289,18.05301294203899,6114189461.580082,226357418770823.0,
HT,2006,9057624,1.8514,1977437635.8937886,17.716303487922975,6155596087.674093,226740928821746.0,
HT,2007,905578,2.1838,1973249173.2403128,19.07510627190288,6330871610.580303,227776015335678.0,
HT,2008,90539325,2.1633,1990405314.6341379,18.432616164110573,6716370425.643464,232038313503819.0,
HT,2009,9052082,2.1233,2132727298.1642654,18.79346464355593,7112692399.30103,240797394565679.0,
HT,2010,9050229,2.5989,1879679793.3080535,20.232695087692857,6776671052.814602,255629937923982.0,
HT,2011,89829,2.9444,1943681279.941406,20.043118899015354,7132632087.698016,27340074119638.0,
HT,2012,8915445,2.7586,2132309054.5660954,19.469903594855527,7179706529.39895,289926415254494.0,
HT,2013,8847864,2.9774,2207122200.149067,19.327499956926427,7443691171.872636,287189023169845.0,
HT,2014,8780157,3.2283,2372488065.5954175,17.829763647572644,7604679001.21344,260935422158945.0,
HT,2015,8712324,3.494,2519764492.9468813,17.219898998961888,7787255823.051384,271668627215455.0,
HT,2016,8722907,3.578,2548398029.4257874,17.98351398514613,7976279863.943589,261580189013367.0,
HT,2017,8733506,3.5867,2569084775.1580086,18.826470995019513,8154394748.0920515,245981080495399.0,
HT,2018,8744122,3.5577,2602012802.4223804,18.7060141160075,8306288219.433271,221872298541661.0,
HT,2019,8754754,3.5949,2627540343.514161,19.187403731504585,8480710242.746416,251659511892262.0,
HT,2020,8765403,3.4445,2517266859.687112,20.36249373204397,8380159165.421798,224531440368607.0,
HT,2021,88096,3.4083,2475064557.029759,20.684893342416018,8173218584.141659,226196160225361.0,
HT,2022,8853904,3.3893,2535024063.001949,20.275349314177173,8043011874.577874,224790380524258.0,
HT,2023,8898314,3.3805,2469288416.6430492,17.457129915242607,7808726780.761246,225018523487574.0,
HT,2024,8942832,3.5138,2370028065.398095,15.860160748205804,7505487888.305722,22524616110381.0,
HT,2025,89874575,,,,,,
MX,1990,16531229,289.6625,139590289272.47388,6.667096378898905,368588551338.23645,148469703041417.0,
MX,1991,16521021,307.4851,144380975722.04218,6.496989748567226,386471069719.5646,149555237089416.0,
MX,1992,16510762,311.2014,150391400844.7909,5.9989808099922515,400673006948.0687,149674510859632.0,
MX,1993,16500453,320.3524,149377111345.41208,4.794150189640994,418046180451.1572,150456873833231.0,
MX,1994,16490092,346.1731,154309943673.95386,4.363848712308238,436046745173.4221,14865220991068.0,1.39601989830087
MX,1995,16479679,326.2583,144826984941.9314,4.130571866409452,420458257044.4773,148980275643135.0,1.35466645785394
MX,1996,16469215,341.9142,157318103792.12323,4.579944229002885,436308263299.4489,151275079167381.0,1.38956501505887
MX,1997,16458697,360.7276,174070271839.33023,4.218890069132334,465183316103.35565,152035435053134.0,1.38066963781996
MX,1998,16448128,384.0072,190755257071.13156,3.907647463795432,491715397868.72894,15032439660698.0,2.0589267432519
MX,1999,16437505,373.0984,194655600077.6171,3.4901775386954594,508520927602.9558,151160947791623.0,2.36908128239866
MX,2000,16426828,396.7431,209057118220.87253,3.159265130977623,536085841182.56696,151746885787312.0,2.44360267781799
MX,2001,16406667,394.7859,204721290737.09384,3.2254903518803557,535587460749.4229,153974957134913.0,2.44323662972636
MX,2002,16386471,400.9452,198564723201.08408,3.1103617232533414,538807738528.4624,154808988790406.0,2.39229541580663
MX,2003,16366242,420.7099,198132261126.01883,3.2073554072026536,543898922534.0112,155138953641415.0,2.06201388681944
MX,2004,16345978,430.4581,203108238477.679,3.1859469830490807,563050320703.1602,15531279816146.0,1.77341933649506
MX,2005,1632568,447.327,207594257450.86713,2.9456722751517885,575265484768.7295,155794052605432.0,1.6773136882309
MX,2006,16305349,463.9485,218183427959.11014,2.942955163586395,601145415841.4796,157497233704245.0,2.03251141523687
MX,2007,16284982,470.8833,218898681661.27832,3.0418656709759957,618244257999.7621,157745112897956.0,1.90424158278997
MX,2008,16264582,472.3027,215440586849.68127,3.028758980827861,629004418894.0717,157819986707974.0,1.73242384082504
MX,2009,16244146,461.5756,193049858939.46075,3.1005984191884233,599364779753.1625,156471487803399.0,1.52067191303794
MX,2010,16223676,476.9429,207469788816.25842,3.092008386708046,634476165519.3352,157084718166465.0,1.54714102536679
MX,2011,1620962,486.535,214374686416.80396,2.9756948396817817,661304534333.5999,154643851965528.0,1.49452157226046
MX,2012,16195539,506.2322,224685459517.52966,3.0487293714888803,685224145091.8406,156179324576729.0,1.3350989025081
MX,2013,16181431,494.0171,223643175856.8417,3.0245427757813514,696956374746.1307,154062929097999.0,1.34519815346273
MX,2014,16167297,480.9122,232524690708.74805,3.0271365185357304,712551563578.5919,156368132046024.0,1.31935141488746
MX,2015,16153136,490.4272,240516475082.10205,3.0851863436742972,734117600397.5703,152296833460477.0,1.35861264477198
MX,2016,16135079,496.4682,242702633596.83176,3.246289078379699,752658505142.3358,154668443468263.0,1.47980258483274
MX,2017,16116992,500.6875,248932624505.07993,3.2975117757527546,771415089938.0189,154097278034736.0,1.35007405619388
MX,2018,16098877,478.1534,252307931516.6914,3.2969594527260027,793858067908.8922,153821251135132.0,1.32710950198059
MX,2019,16080735,493.673,252194944195.78088,3.3150244018484467,795646727999.6442,152761890251445.0,1.34310365323075
MX,2020,16062565,439.0381,231477746053.18588,3.7111488823617194,731007970762.2987,152055822237606.0,1.34673974803915
MX,2021,16051177,452.7201,251764544059.53778,3.7826652875829416,772293270124.5079,153729835711794.0,1.38990614339617
MX,2022,16039762,452.9546,265892487478.4087,3.898065709707859,795900576853.3281,154288215833712.0,1.2432279300573
MX,2023,1602832,475.5955,269645806286.51978,3.83754974792513,823421809546.6976,154296718082524.0,1.31956164946846
MX,2024,1601685,475.9921,270488266158.51907,3.7245106584483474,842489562105.3348,154300654001007.0,
MX,2025,16005353,,,,,,
NI,1990,1634361,1.9647,621494285.4667983,,2486089193.0797853,170025136530073.0,
NI,1991,16154724,1.9754,661323773.0656447,,2556129542.5570664,17042571357643.0,
NI,1992,15964904,2.2934,627360634.1215004,,2587601229.5372095,171718981800017.0,
NI,1993,15774143,2.2505,627653956.7918801,,2548661494.9571466,171195866411586.0,
NI,1994,15582432,2.5596,632439670.6660013,19.01922158667803,2581420952.6766415,170892160921062.0,1.978767557121
NI,1995,15389766,2.7192,677977399.6917306,20.0803864575286,2676131689.676821,172721909539373.0,1.84201943970188
NI,1996,15196137,2.8846,729216235.7292801,21.40552975058166,2798339182.5050635,172485728019706.0,1.83704612662003
NI,1997,15001537,3.0885,785955625.7950351,19.95677133880752,2964502923.686418,172753771611075.0,2.07047876596018
NI,1998,1480596,3.5917,777925384.0946804,19.190950883465934,3113913149.45061,175474973743229.0,2.24131445199578
NI,1999,14609398,3.623,832015698.7853892,17.000216968819153,3291162042.2525973,177087870272945.0,2.43696195410371
NI,2000,14411844,3.7702,867794508.4101115,17.765505144046223,3422363228.8493967,175730234729432.0,2.6864267142733
NI,2001,14189328,3.9936,918593491.5653236,16.813329468075615,3563006358.592251,174677315350024.0,2.82329771908332
NI,2002,13966438,4.1327,937635076.2188233,16.430111985103427,3664871663.7888026,172630320347147.0,2.50916677639682
NI,2003,13743173,4.5272,960523714.5196575,15.625902564694599,3804568057.2208204,174613329204929.0,2.16142640203419
NI,2004,13519531,4.6436,1047105200.6039647,15.96882227091687,3982588303.31828,172884104297063.0,2.10618024691358
NI,2005,13295512,4.4103,1105873518.7181852,16.13789806538797,4111861715.738159,17222147715304.0,2.17330673053847
NI,2006,13071115,4.6665,1176738151.6855745,15.899662546678723,4275899443.1787076,168676596062275.0,2.21126072679879
NI,2007,12846339,4.8378,1220757218.7208548,16.46133831070545,4473866287.947279,166626141069662.0,2.30747711365026
NI,2008,12621182,4.6481,1237532585.9833927,16.2627898839898,4739933773.952967,164074160737803.0,2.11502402770643
NI,2009,12395644,4.5454,1169716917.826069,16.06765100411132,4654635450.642888,164291847297567.0,1.86085346718477
NI,2010,12169724,4.6711,1273802787.205322,16.982636800704817,4890494169.3493185,159021555809908.0,1.62367351823378
NI,2011,12128367,4.8816,1399210029.8835666,18.884788385777103,5087397311.176902,160346349957067.0,1.61374190084787
NI,2012,12086934,4.8471,1542199120.5484772,17.61158347336737,5350985848.883467,158427126583182.0,1.51378353866127
NI,2013,12045422,4.6389,1642972583.9749727,16.490911211185118,5609061273.305804,156460330537593.0,1.55212032253699
NI,2014,12003834,4.9091,1767318289.388633,16.70901738344716,5896743718.700035,156352132628463.0,1.58945515340599
NI,2015,11962167,5.4971,1811187373.3001747,16.109929235315114,6196451680.302691,157447940023632.0,1.66080934496431
NI,2016,11918512,5.7223,1877602419.5145047,14.9153392298097,6529425624.834837,1576922584199.0,1.67267570092919
NI,2017,1187479,5.6825,1931252495.2378037,14.99640860194735,6845204283.383149,160570537226749.0,1.736853739526
NI,2018,11831,5.1803,1960661330.9587474,15.322211323712565,6519307388.879007,160537731545882.0,1.71761831023096
NI,2019,11787142,5.3239,1917715726.1175554,15.529784067707073,6320124093.834057,159172207749116.0,1.67507434117256
NI,2020,117432155,4.7462,1951476796.8762913,15.906779980402339,6097904556.968705,157576532533398.0,1.7315397054433
NI,2021,11704159,5.1925,2237969928.2773676,15.72991239726267,6432305071.391957,160372785752556.0,1.79064387283521
NI,2022,116650075,5.2612,2353340255.733142,16.80303121839451,6774578672.872493,16036553829303.0,1.43271253577026
NI,2023,11625762,5.5369,2412588025.945817,15.32857462824078,7121543562.531416,160377468332722.0,1.34579646706775
NI,2024,11586422,5.7393,2423496131.2074947,14.411507510727963,7414508059.240733,160384691872198.0,
NI,2025,115469866,,,,,,
PA,1990,1141016,2.7219,1845402702.492058,8.074135288539715,9413073247.400928,116756377821467.0,
PA,1991,114001825,3.14,2038451676.815772,7.656276248995448,10326331441.813837,115665840321533.0,
PA,1992,113901556,3.7463,2225078972.899608,6.919693262818346,11169744133.881847,11682090162213.0,
PA,1993,11380079,3.8287,2365952416.2231684,6.590059460167617,11433605080.306417,116542471067115.0,
PA,1994,11369952,4.0734,2466691061.8682456,6.460789926650214,11711601554.73681,116350163874382.0,0.13195533665754
PA,1995,11359774,4.3833,2471507192.2106605,6.485933604494518,11906725712.087662,115824571211477.0,0.348162801166622
PA,1996,11349546,4.4136,2041840353.8860962,6.8622166022241196,11610839859.735247,115931713868057.0,0.365247175790851
PA,1997,113392666,4.6401,2152318089.9529033,6.6468821829383575,12568728920.651026,115695514830552.0,0.403428591609754
PA,1998,113289356,5.7195,2244762210.114163,6.661808220502598,13647363520.097923,115843792022175.0,0.444056024286902
PA,1999,11318552,5.006,2314002627.8018365,6.130515381922862,14130188406.656128,116048798751469.0,0.42278657781376
PA,2000,113081165,5.1903,2190558503.3234086,6.312135430520911,14966038893.567734,116663256816738.0,0.930369471
PA,2001,11290657,6.2056,2094209898.087816,6.695230316713562,15379121478.373,117260354511265.0,0.967778562738942
PA,2002,11273167,5.4104,2083585444.4040735,6.6148108598681175,15726041425.015068,117151736983289.0,0.997019607460197
PA,2003,11255648,5.4813,2052889573.9485066,6.719190327658412,16349976942.51404,11657078161745.0,1.16800613998226
PA,2004,112381,5.5089,2142457516.157795,6.2069044869424115,17768440124.852222,115111159197423.0,0.877634870477003
PA,2005,112205215,7.102,2280358823.8453536,5.723390505734822,19426197829.308083,115117623213237.0,0.535227889642625
PA,2006,11202914,7.4912,2417698377.2880774,5.2918083440388655,21453037806.568115,114791078820197.0,0.826458723055352
PA,2007,111852765,7.478,2612949385.708729,4.75264853625124,24286832662.54102,115020746645188.0,0.773798980949587
PA,2008,11167609,7.2579,2711677836.047861,4.444230492249795,26484713518.80349,114789672592517.0,0.734368349127053
PA,2009,11149912,8.6753,2666072883.142115,3.7830612274183175,27070736305.700676,114210803043005.0,0.70400638413454
PA,2010,11132185,9.1798,2753775086.5392504,3.636003285970028,28613317723.7354,113743150032266.0,0.695728388627526
PA,2011,11127373,9.9976,2914623516.252654,3.279224622592975,31851529683.160286,113847130799249.0,0.510126828366455
PA,2012,111225516,10.4475,3133440030.1585016,3.1287768772971667,34091621019.628983,113294968882029.0,0.562039954611162
PA,2013,11117721,10.2623,3246870332.166144,3.0539507503112193,35097601464.11394,113919815095295.0,0.551526686213935
PA,2014,11112882,10.7719,3376688126.735162,2.9866775575356805,35936813401.060616,114011184482264.0,0.600512117462376
PA,2015,11108034,10.6313,3491138700.0,2.9496163034305614,37170444800.0,11203185617067.0,0.829241384014908
PA,2016,11109431,10.6644,3524204961.6000886,2.7805458884814596,38599078175.92548,113036212148551.0,0.818927916010236
PA,2017,1111083,10.1483,3639194694.1477094,2.572621883662402,40692375139.32422,113145457914217.0,0.616810748207665
PA,2018,11112231,9.9261,3656935794.496382,2.4461816961589906,42587319025.584984,11316166496143.0,0.664763104152917
PA,2019,11113635,13.1641,3616753800.662174,2.4550807697922106,44237389833.13565,113185114092724.0,0.613969427477314
PA,2020,11115041,9.7127,2888959316.9420815,3.064188374550776,39432078732.96289,11307645816126.0,0.561299781807578
PA,2021,11121167,10.7711,3207940153.679859,2.802892166697085,44359456492.73057,113414262870351.0,0.586162854386682
PA,2022,11127309,11.4431,3434556650.3036613,2.6037030211120857,48836954971.65429,113115147276759.0,0.416400429665374
PA,2023,11133465,12.7389,3530944491.4366503,2.4962749118687517,51343516171.28044,113108219658909.0,0.603362152879812
PA,2024,111396365,12.365,3602527765.998597,2.6821407802533916,53358140370.507324,113098753748794.0,
PA,2025,111458234,,,,,,
PE,1990,1773623,20.8441,9604256881.158354,,,11767102007636.0,
PE,1991,17710923,20.2383,10197179932.784262,7.862396120143685,,117386391756086.0,
PE,1992,1768549,21.1123,9955546166.038433,7.818050407086018,,118434496734401.0,
PE,1993,17659931,22.2129,10434114177.324337,8.29164049726758,,118714091688679.0,
PE,1994,17634245,22.7871,11977123968.21342,8.415585469521906,37167138634.01534,11944066501463.0,0.0
PE,1995,17608432,25.8883,12654246792.692413,8.038216242734674,40159236228.65205,119385136596383.0,0.0
PE,1996,17582489,28.4486,12876299216.914268,8.504048493429494,41385573653.205444,119949871405071.0,0.0
PE,1997,17556416,28.371,13458256716.72675,8.048158548787967,43742958769.99897,119929049801916.0,0.0
PE,1998,17530212,27.2745,13090127477.276054,8.378335158008685,43322855341.45264,119881912796412.0,
PE,1999,17503877,29.3146,12908804245.504063,8.264501733790967,43756216471.88603,120711763316964.0,0.193787264941537
PE,2000,17477407,28.9865,13625481381.88148,8.069374916936162,44875249371.791016,120690448769693.0,0.25987004260721
PE,2001,17421385,26.9396,13743752690.726276,7.89362669632438,44569907925.204575,121288838649084.0,0.350593714139588
PE,2002,1736527,28.102,14656243252.343426,7.523963236477053,46237063937.50284,121588056671563.0,0.512468604766562
PE,2003,17309059,27.5531,15227626827.19296,7.312919344024822,48399726557.83012,121289047186861.0,0.507252679706581
PE,2004,17252753,31.8204,16361386559.331007,6.934433062057166,50335351033.34142,121271350200186.0,0.489004928489023
PE,2005,17196352,31.8397,17438752025.00001,6.854264623188926,52749081383.154976,121330761189822.0,0.218968528476049
PE,2006,17139857,31.49,18706448140.002033,6.603484330160436,57364418852.58906,122025843371014.0,0.216905115018584
PE,2007,17083266,34.3741,20680639093.269005,6.7058083849192816,62655484815.079414,121653724780376.0,0.217224803231211
PE,2008,17026578,38.9946,22441785039.87515,7.160941145784605,67876119236.29475,122512403741926.0,0.214596347897378
PE,2009,16969796,41.9747,20991199185.69922,7.403906655712571,70258362544.12651,122069271768318.0,0.276337573453064
PE,2010,16912917,45.8483,23115383222.69983,6.827997235978349,76298902966.41994,121774575724001.0,0.319268197616569
PE,2011,16857365,49.1793,25041795700.20831,7.100110136582045,82164607445.07771,121847498403853.0,0.178572648267796
PE,2012,1680171,49.1215,25360971583.34907,6.7252342407764925,88379155204.63885,121834920205967.0,0.135115808920061
PE,2013,16745951,50.3235,26691327994.427807,6.668310164914011,93537644148.25858,121123470544568.0,0.149974442618458
PE,2014,16690089,53.2525,26397607856.56821,6.804247413782518,97923871956.95683,121312665426648.0,0.149734050442036
PE,2015,16634121,54.9014,26170072656.439644,7.045644059720457,102574425197.02843,120662717099664.0,0.365787801778907
PE,2016,16604029,57.5009,26154015955.569984,6.9350346165010475,106746872562.79778,120887256235831.0,0.392007942340829
PE,2017,16573892,55.2172,26299309517.097866,6.7797595601092455,109938664292.10838,120988128020722.0,0.394637123558661
